UniqueCount	AmbigCount
0	0
0	0
0	30
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	2
0	0
0	0
0	3
0	0
0	0
0	0
0	0
3	1
0	0
0	3
0	0
0	0
1	5
0	0
0	0
0	0
0	5
0	25
0	25
0	25
0	22
0	14
12	3
0	0
0	17
0	0
0	0
0	0
0	0
0	34
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
1	47
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
48	11476
5	13131
0	1569
6	3
0	1370
0	51
28	6587
0	872
0	0
0	0
1	22
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
2	0
0	0
0	0
8	0
0	0
0	11
0	11
2	21
1	3
0	21
1	9
0	15
0	21
3	0
0	11
0	21
0	11
0	15
1	0
0	11
0	4
0	0
0	11
0	11
0	11
0	11
0	0
0	4
0	4
0	4
0	11
0	14
0	15
0	14
0	11
0	11
0	11
0	11
0	0
0	11
0	14
0	11
0	0
0	0
0	3
0	0
0	4
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
6	27
4	21
2	3
0	2
0	1
0	124
0	124
0	0
0	123
0	0
0	0
0	0
0	0
0	0
0	123
0	40
0	0
0	0
0	0
0	0
2	107
1	106
12	147
0	0
0	1
3	30
30	0
0	0
0	0
0	0
67	9
0	0
0	0
0	0
0	9
0	5
0	5
0	5
0	0
12	0
4	14
0	14
0	13
0	12
0	51
0	17
1	51
0	0
0	0
0	253
2	253
0	253
0	253
0	0
0	0
0	0
0	0
3	4
0	210
0	250
0	35
0	35
0	23
0	35
0	35
0	35
0	35
0	34
0	2
0	32
0	0
0	0
0	0
0	17
0	17
0	17
0	17
0	14
0	14
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	307
0	307
0	297
0	294
0	239
0	64
0	0
171	0
0	1
0	1
0	1
0	0
0	0
0	0
0	201
