UniqueCount	AmbigCount
0	1
0	0
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	0
0	0
0	3
0	3
0	1
0	0
0	0
0	0
0	0
2	2
0	2
0	0
0	0
0	1
2	5
0	0
0	0
0	0
0	1
0	20
0	21
0	20
0	13
0	1
8	2
0	0
0	4
0	0
0	0
0	0
0	0
0	50
0	0
0	0
0	0
0	0
0	3
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	60
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	3
0	0
0	0
45	12125
11	12278
0	1427
11	0
0	1031
0	38
8	5434
0	642
0	0
0	0
1	13
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
2	2
0	2
0	0
3	0
0	0
0	12
0	8
0	29
0	2
0	29
1	14
0	25
0	29
1	1
0	14
0	29
0	13
0	24
0	0
0	12
0	2
0	0
0	8
0	12
0	15
0	12
0	0
0	2
0	2
0	2
0	8
0	18
0	24
0	24
0	13
0	8
0	15
0	8
0	0
0	15
0	24
0	8
0	0
0	0
0	0
0	0
0	2
0	0
0	1
0	1
0	3
0	3
0	0
0	0
0	0
0	0
4	23
9	19
0	5
0	2
0	3
0	133
0	133
0	0
0	133
0	1
0	1
0	1
0	1
0	0
0	133
0	64
0	0
0	0
0	0
0	0
0	107
0	103
20	146
0	0
0	4
2	34
44	0
0	0
0	0
0	0
113	11
0	0
0	0
0	0
0	11
0	1
0	1
0	1
0	0
11	0
1	18
0	18
0	16
0	13
0	25
0	8
0	25
0	0
0	0
0	371
3	371
0	371
0	371
0	0
0	0
0	0
0	0
2	4
1	312
0	369
0	28
0	28
0	22
0	28
0	28
0	28
0	28
0	27
0	0
0	27
0	0
0	0
0	0
4	18
0	18
0	18
0	18
0	18
0	18
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	269
0	267
0	261
2	263
0	226
0	50
0	0
154	0
0	1
0	1
0	1
0	0
0	0
1	0
0	241
0	241
0	241
0	31
0	22
0	19
0	18
0	1
0	17
0	17
0	17
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	0
0	19
0	19
0	0
0	19
0	0
0	0
0	20
0	20
0	11
0	1
0	0
0	0
0	0
0	0
0	0
0	0
14	1
0	0
0	0
0	0
1	14
0	0
0	0
0	0
0	0
0	14
0	4
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
3	29
0	28
0	28
0	28
0	28
0	21
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	13
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
28	0
0	0
0	0
0	133
0	133
0	0
0	0
0	0
0	0
0	0
0	0
0	162
0	162
0	162
0	162
0	162
0	0
0	0
0	0
0	0
0	0
4	261
0	261
0	251
0	249
0	0
0	0
0	0
0	288
0	289
0	279
0	254
0	301
0	286
0	200
0	200
0	83
0	87
0	29
0	25
0	28
0	5
0	15
0	3
0	4
0	3
0	4
0	41
0	41
0	41
0	41
0	41
0	41
0	41
0	41
0	41
0	0
0	41
0	41
0	41
0	41
9	289
0	253
0	287
0	10
0	39
0	31
0	3
0	5
0	4
0	4
0	4
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	90
0	0
0	1
0	40
0	33
0	40
0	0
0	34
0	32
0	0
0	1
0	0
0	70
0	1
0	70
0	3
0	70
0	0
0	0
0	1
0	0
0	0
2	0
0	253
0	249
0	4
44	9
0	10
6	59
0	0
29	0
0	0
16	0
0	42
0	42
0	42
0	42
0	42
0	42
0	42
5	116
0	0
0	42
0	0
0	42
0	0
0	0
0	0
0	42
0	0
0	0
0	42
0	0
0	0
0	0
0	42
0	0
0	0
0	0
0	0
0	0
0	0
0	17
0	41
0	42
0	0
0	2
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	2
0	286
0	289
0	256
0	239
0	187
0	110
0	110
0	110
0	222
2	0
0	3
0	146
0	146
0	1
0	101
0	0
0	0
0	0
0	190
0	164
0	7
0	143
0	145
0	156
0	172
0	172
0	183
0	160
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	14
0	4
0	71
4	48
0	4
0	4
0	171
0	0
0	10
0	0
0	0
0	2
0	5
0	5
0	0
0	44
0	33
0	33
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	11
0	11
0	11
0	0
0	714
0	714
0	738
0	564
0	534
0	541
0	534
0	561
0	539
0	534
0	531
0	424
0	404
0	332
0	331
0	316
0	302
0	296
0	260
0	108
0	98
0	57
0	22
0	5
0	0
0	0
0	1
0	0
0	10
0	34
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	10
0	0
0	0
4	70
0	0
0	3
0	0
0	0
1	2
0	0
0	0
0	2
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	20
0	3
0	0
0	0
0	1
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	9
0	0
4	127
4	0
0	0
0	71
0	76
0	69
0	70
0	0
3	16
0	9
0	9
0	9
0	10
0	6
0	7
0	4
0	0
0	0
0	0
0	0
136	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	2
0	0
2	0
0	0
3	8
0	0
0	2
0	0
0	0
0	0
0	1
0	178
0	12
0	179
0	13
0	0
0	150
0	13
0	115
0	120
0	110
0	110
0	44
0	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	0
0	0
0	0
0	7
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	61
0	61
0	61
0	61
0	0
0	59
0	0
0	0
0	0
0	0
0	61
0	0
0	61
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	11
0	11
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	118
0	118
0	8
1	8
4	6
0	0
0	6
0	6
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	4
0	4
0	0
0	0
0	4
0	1
0	4
0	4
0	3
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	7
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
328	29
0	29
0	24
0	0
0	0
0	155
0	148
0	148
0	148
0	145
0	148
0	148
0	140
0	139
0	147
0	145
0	147
0	148
0	127
0	127
0	126
0	0
0	100
0	78
0	100
0	24
2	8
0	28
0	16
0	2
0	0
0	0
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	0
0	3
0	22
0	22
0	22
0	16
0	16
0	16
0	16
0	16
0	16
0	0
0	0
0	0
0	0
0	1
1	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	32
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
320	29
15	29
0	0
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	14
0	14
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	14
0	0
0	0
0	14
0	0
0	14
0	0
0	0
0	0
0	5
0	0
0	0
0	5
0	0
0	0
0	14
0	14
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	0
0	14
0	7
0	0
0	1
0	0
0	7
0	0
0	182
180	1065
5	1065
0	1065
0	784
0	763
0	191
0	175
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
15	57
0	0
0	54
0	9
0	1
0	0
2	0
0	0
7	0
0	47
0	47
0	46
0	46
0	46
0	46
0	46
0	0
0	0
0	0
4	24
0	0
0	0
3	55
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	12
0	14
0	14
0	14
0	14
0	14
0	8
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	7
0	6
0	6
0	6
0	0
75	24
0	0
0	0
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	1
0	3
0	3
0	0
0	3
0	28
0	29
0	0
0	0
0	0
24	0
0	0
5	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	48
0	53
0	47
0	39
0	39
0	40
0	40
0	40
0	40
0	22
0	18
0	19
0	19
0	16
0	3
0	1
0	1
0	4
0	3
0	3
0	2
0	1
0	0
0	0
1	0
0	37
0	0
0	0
0	8
0	0
0	0
0	38
2	0
0	11
0	6
0	20
0	6
0	11
0	5
0	4
0	6
0	17
0	8
0	5
0	3
0	3
0	1
0	1
0	16
0	16
0	13
0	7
0	2
0	3
0	3
0	2
0	3
0	3
0	0
0	2
0	2
0	0
0	2
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2
0	0
0	0
68	8
0	9
0	8
0	0
0	12
0	7
0	12
0	12
0	12
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	11
0	0
0	0
0	0
0	0
0	24
0	13
0	236
0	229
0	234
2	13
0	171
0	48
3	66
0	221
0	0
0	0
0	1
0	2
0	0
55	3
0	3
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	195
17	195
0	57
2	53
0	3
0	82
0	21
0	1
0	149
0	0
0	7
0	0
0	0
0	0
2	136
0	0
1	136
0	0
0	0
0	0
0	136
0	112
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
4	2489
0	2459
0	2440
0	2283
0	114
0	109
0	94
0	55
0	8
0	51
0	40
0	35
0	28
0	2
0	2
0	6
0	0
4	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	59
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
35	19
0	12
0	18
12	3
0	0
0	3
0	0
1	0
1	6
0	6
0	6
1	3
0	0
0	0
27	112
0	0
0	8
31	0
0	8
0	0
0	0
0	0
0	0
0	37
14	37
0	0
0	37
0	37
0	0
0	37
1	0
0	37
0	37
0	37
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	0
0	0
4	0
4	205
0	205
0	119
0	195
0	203
0	0
0	0
0	0
0	0
2	34
0	34
0	3
0	0
0	0
0	0
1	1
14	37
0	35
0	35
0	13
2	0
0	0
0	45
4	72
0	1
0	1
0	0
0	0
0	0
0	3
0	1
0	0
0	16
0	38
0	38
0	0
0	0
0	6
2	65
0	0
0	0
0	0
0	0
0	0
0	0
0	66
0	64
0	57
0	2
0	37
0	37
0	35
0	35
0	56
0	47
0	0
0	0
0	46
0	46
0	46
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	9
0	0
2	2
1	26
0	0
0	15
0	15
0	0
0	3
0	0
220	7
0	2
0	3
0	2
0	1
0	3
0	1
0	1
0	0
0	12
0	7
0	36
0	7
0	6
18	115
0	0
0	29
0	58
0	106
0	5
287	148
0	1
10	1
0	1
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	40
0	95
0	64
1	68
0	84
0	44
0	48
0	55
0	299
0	67
0	43
0	263
0	65
0	59
0	62
0	62
0	23
0	26
0	0
0	23
0	181
0	23
0	181
0	20
0	8
0	1
0	2
0	3
0	28
0	2
0	0
0	0
0	1
0	3
0	100
0	2
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
8	491
3	491
0	93
0	0
0	0
0	0
0	51
0	53
1	67
0	8
0	3
0	3
0	2
0	31
0	6
0	0
0	2
0	0
1	0
0	0
0	14
0	14
0	38
0	38
0	38
0	35
0	30
0	0
0	0
0	0
0	0
0	0
0	0
0	28
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
57	12
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	7
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	0
0	1
0	3
0	11
0	71
0	70
0	70
0	16
0	10
0	1
0	0
0	0
0	0
0	0
0	0
1	33
0	0
0	1
2	17
0	7
0	0
0	0
0	0
0	38
0	0
0	38
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	32
0	32
0	32
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	7
0	43
3	3
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
133	1
0	1
5	0
0	0
0	0
0	74
0	0
0	0
1	3
0	70
0	0
0	72
0	0
1	90
0	90
0	95
1	12
0	96
2	6
0	1
0	0
0	5
0	90
0	96
0	90
0	1
0	96
0	91
0	90
0	5
0	90
0	0
0	6
0	95
0	91
0	96
0	91
0	91
0	96
0	5
0	90
0	0
0	90
1	90
0	90
0	60
0	0
0	0
0	13
0	0
0	13
0	0
0	3
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	23
0	0
0	23
0	0
0	0
0	0
0	0
0	23
0	23
0	0
0	0
0	11
0	6
0	6
0	5
0	1
0	0
0	4
0	11
0	1
0	0
0	0
0	0
0	11
0	0
0	0
0	0
0	0
0	8
0	8
0	0
91	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	32
0	32
0	0
0	0
0	0
0	0
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	32
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
0	12
0	0
0	12
0	0
0	0
0	5
0	5
0	0
0	3
0	3
0	0
0	0
0	0
0	43
0	1
0	7
0	43
0	2
0	15
0	2
0	36
0	23
0	11
0	3
0	10
0	9
1	1
9	2
0	0
0	31
0	31
3	33
0	30
0	52
0	0
0	52
0	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	0
0	2
0	2
0	0
0	0
0	0
0	10
0	21
0	10
0	0
0	20
0	21
0	17
0	0
0	0
0	0
0	0
0	9
0	9
0	4
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	4
0	3
0	4
0	2
0	1
0	1
0	2
0	0
0	0
0	2
0	0
0	0
1	0
0	0
118	21
0	21
0	4
0	4
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
1	28
0	29
1	2
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	59
0	0
0	1
0	0
0	0
66	53
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	107
0	107
0	0
0	107
0	1
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	102
0	0
0	0
0	0
0	0
0	102
0	0
7	91
0	57
0	0
0	0
0	64
0	14
0	3
0	10
10	0
0	33
0	154
0	154
0	0
0	0
0	91
0	0
0	0
0	20
0	21
0	23
0	22
0	22
0	1
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
16	0
0	0
0	0
0	0
0	2
0	0
0	0
0	46
0	46
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	10
0	0
0	0
0	0
14	0
0	0
0	0
2	4
0	0
5	39
0	192
0	3
0	228
0	3
1	3
0	0
0	194
0	0
0	37
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	19
2	0
0	19
0	0
0	0
0	18
0	0
1	22
0	0
0	0
7	0
2	2
0	0
1	8
0	0
0	0
0	0
0	4
0	2
0	2
0	0
0	0
0	0
0	0
22	160
0	115
0	0
0	10
0	10
9	0
0	0
0	12
0	12
0	12
18	8
0	3
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	285
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	6
0	6
0	1
0	0
6	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	16
0	15
0	15
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	9
0	0
0	3
0	9
12	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
134	19
0	0
0	19
0	0
0	19
0	0
0	0
0	19
0	19
0	19
0	0
0	0
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
18	0
0	1
0	1
0	0
0	20
