UniqueCount	AmbigCount
0	3
0	0
0	36
0	0
0	1
0	1
0	0
0	2
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	1
0	1
0	1
0	4
0	0
0	0
0	0
3	1
0	0
0	2
0	2
0	0
0	10
0	0
0	0
0	0
0	1
0	38
0	37
0	35
0	24
0	10
12	2
0	0
0	8
0	0
0	0
0	0
0	0
0	29
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
43	14678
5	11309
0	1325
0	0
0	1000
0	61
22	6298
0	476
0	0
0	0
1	19
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	1
6	0
0	0
0	8
0	8
0	15
1	2
0	16
1	16
0	10
0	15
3	1
0	9
0	15
0	9
0	12
0	0
0	8
0	4
0	0
0	8
0	8
0	8
0	8
0	0
0	6
0	4
0	4
0	8
0	8
0	9
0	8
0	8
0	8
0	8
0	8
0	0
0	8
0	8
0	8
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	4
0	2
0	0
0	0
0	0
0	0
5	27
7	18
2	5
0	4
0	1
0	282
0	282
0	0
0	281
0	0
0	0
0	0
0	0
0	0
0	281
0	149
0	0
0	0
0	0
0	0
1	79
0	71
12	104
0	0
0	7
0	32
57	0
0	0
0	0
0	0
88	11
0	0
0	0
0	0
0	11
0	1
0	1
0	1
0	0
7	0
1	22
0	22
0	21
0	19
0	32
0	8
0	32
0	0
0	0
0	277
9	277
0	277
0	277
0	0
0	0
0	0
0	0
1	1
0	242
0	276
0	16
0	18
0	13
0	17
0	18
0	18
0	17
0	15
0	1
0	14
0	0
0	0
0	0
1	20
0	20
0	20
0	20
0	20
0	20
0	20
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	306
0	306
0	299
2	297
0	234
0	91
0	1
159	0
0	0
0	0
0	0
0	0
0	0
0	0
1	242
0	242
0	242
0	23
0	20
0	18
0	18
0	1
0	15
0	15
0	15
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	0
0	11
0	11
0	0
0	11
0	0
0	0
0	20
0	20
0	12
0	2
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	22
0	3
0	55
0	56
0	56
0	55
0	55
0	55
0	56
0	55
0	56
0	54
0	54
0	55
0	54
0	30
0	5
0	5
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	1
0	4
0	4
0	4
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
40	0
0	0
0	0
3	111
0	111
0	0
0	0
0	0
0	0
0	0
0	0
0	106
0	106
0	106
0	106
0	106
0	0
0	0
0	0
0	0
0	0
4	287
0	287
0	280
0	277
0	0
0	0
0	0
0	183
0	186
0	174
0	164
0	202
0	176
0	128
0	125
0	48
0	52
0	10
0	10
0	11
0	3
0	25
0	0
0	4
0	0
0	4
0	60
0	60
0	60
0	60
0	60
