UniqueCount	AmbigCount
0	3
0	0
0	196
0	0
0	4
0	4
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	4
0	3
0	2
0	3
0	2
0	2
0	10
0	0
0	0
0	0
2	2
0	0
0	4
0	5
0	0
3	15
0	0
0	0
0	0
0	5
0	57
0	55
0	55
0	39
0	10
28	5
0	0
0	8
0	0
0	0
0	0
0	0
0	97
0	0
0	4
0	5
0	4
0	3
0	0
0	1
0	0
0	0
0	0
0	0
0	2
0	3
0	0
0	3
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	4
0	2
2	2
1	133
0	0
0	0
0	4
0	4
0	0
0	2
0	4
0	4
0	4
0	0
0	0
95	30054
21	30560
4	4536
21	1
0	2975
1	114
74	21608
0	1925
0	0
0	0
1	51
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
9	1
0	1
0	0
12	3
0	0
0	15
0	15
5	63
1	8
0	70
1	37
0	27
0	62
4	0
0	15
0	63
0	15
0	29
0	0
0	15
0	4
0	0
0	15
0	15
0	15
0	15
0	0
1	12
0	4
0	4
0	15
0	25
0	27
0	27
0	15
0	15
0	15
0	15
0	0
0	15
0	27
0	15
0	0
0	0
0	7
0	0
0	4
0	0
0	3
0	3
0	6
0	6
0	0
0	0
0	0
0	0
22	103
41	97
14	12
0	12
0	0
0	759
0	759
0	0
0	756
0	0
0	0
0	0
0	0
0	0
0	756
0	350
0	0
0	0
0	0
0	0
1	169
0	152
36	261
0	0
0	17
0	94
138	0
0	0
0	0
0	0
159	33
0	6
0	6
0	0
0	27
0	16
0	16
0	16
0	0
79	0
0	128
0	128
0	116
0	103
0	106
0	12
5	106
0	1
0	0
0	942
15	942
0	942
0	942
0	0
0	0
0	0
0	0
0	7
0	820
0	935
0	137
0	142
0	95
0	137
0	142
0	142
0	138
0	134
1	9
0	132
0	0
0	0
1	2
1	37
0	37
0	37
0	37
0	36
0	36
0	36
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	0
0	0
1	3
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	681
0	681
0	674
3	665
0	545
0	180
0	1
441	0
0	1
0	1
0	1
0	0
0	0
4	0
0	605
0	605
0	598
0	52
0	40
0	31
0	25
2	5
0	23
0	20
0	19
0	18
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	66
0	0
0	66
0	66
0	0
0	66
0	0
0	0
0	45
0	45
0	32
0	1
0	0
0	0
0	0
0	0
0	0
0	0
34	0
0	0
0	0
0	0
1	43
0	0
0	0
0	0
0	0
0	43
0	14
0	131
0	131
0	131
0	131
0	131
0	128
0	128
0	126
4	125
0	117
0	117
0	117
0	117
0	66
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	15
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
136	0
0	0
0	0
1	322
0	322
0	3
0	3
0	0
0	0
0	0
0	0
0	775
0	775
0	774
0	767
0	767
0	0
0	0
0	0
0	0
0	0
12	788
0	788
0	764
0	755
0	1
0	0
0	0
0	558
0	561
0	541
0	482
0	599
0	543
0	361
0	366
0	125
0	130
0	55
0	53
0	55
0	12
0	55
0	3
0	5
0	3
0	5
0	154
0	154
0	154
0	154
0	154
